bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,content
29367,The Fourth Crusade: And the Sack of Constantinople,Jonathan Phillips,4.04,1844130800,9781844130801,eng,416,25,6,4/7/2005,Pimlico,The Fourth Crusade: And the Sack of Constantinople Jonathan Phillips Pimlico eng
29378,Practical Ethics,Peter Singer,4.05,052143971X,9780521439718,eng,411,2036,80,1/29/1993,Cambridge University Press,Practical Ethics Peter Singer Cambridge University Press eng
29390,Boudicca: The Warrior Queen,M.J. Trow,3.57,075093400X,9780750934008,eng,250,71,8,2/1/2005,Sutton Publishing,Boudicca: The Warrior Queen M.J. Trow Sutton Publishing eng
29393,Our Band Could Be Your Life: Scenes from the American Indie Underground  1981-1991,Michael Azerrad,4.18,0316787531,9780316787536,eng,522,12472,573,7/2/2002,Back Bay Books,Our Band Could Be Your Life: Scenes from the American Indie Underground  1981-1991 Michael Azerrad Back Bay Books eng
29394,Cursor's Fury (Codex Alera  #3),Jim Butcher,4.36,0441014348,9780441014347,eng,442,50427,1053,12/5/2006,Ace Hardcover,Cursor's Fury (Codex Alera  #3) Jim Butcher Ace Hardcover eng
29395,Sharpe's Fury (Sharpe  #11),Bernard Cornwell,4.1,0060530480,9780060530488,eng,352,6057,136,8/22/2006,Harper,Sharpe's Fury (Sharpe  #11) Bernard Cornwell Harper eng
29396,Furies of Calderon (Codex Alera  #1),Jim Butcher,4.12,044101268X,9780441012688,eng,504,84357,3322,6/28/2005,Ace,Furies of Calderon (Codex Alera  #1) Jim Butcher Ace eng
29404,Your Child and Jesus: A Family Activity Book,Rick Osborne/Kevin Miller,0.0,080242855X,9780802428554,eng,112,0,0,9/13/1999,Moody Publishers,Your Child and Jesus: A Family Activity Book Rick Osborne/Kevin Miller Moody Publishers eng
29406,To the Friend who Didn't Save my Life,Hervé Guibert/Linda Cloverdale,3.92,1852423285,9781852423285,eng,240,110,15,1/1/1998,Serpent's Tail,To the Friend who Didn't Save my Life Hervé Guibert/Linda Cloverdale Serpent's Tail eng
29421,Layer Cake,J.J. Connolly,3.98,0802141684,9780802141682,eng,344,1000,68,8/31/2004,Grove Press  Black Cat,Layer Cake J.J. Connolly Grove Press  Black Cat eng
29434,Self-Made Man: One Woman's Journey Into Manhood and Back Again,Norah Vincent,3.33,0670034665,9780670034666,eng,290,4104,656,1/19/2006,Viking Books,Self-Made Man: One Woman's Journey Into Manhood and Back Again Norah Vincent Viking Books eng
29435,Nixon Agonistes: The Crisis of the Self-Made Man,Garry Wills,4.12,0618134328,9780618134328,eng,640,430,32,11/14/2002,Mariner Books,Nixon Agonistes: The Crisis of the Self-Made Man Garry Wills Mariner Books eng
29442,The Man Who Changed Everything: The Life of James Clerk Maxwell,Basil Mahon,4.13,0470861711,9780470861714,eng,256,500,46,10/15/2004,Wiley,The Man Who Changed Everything: The Life of James Clerk Maxwell Basil Mahon Wiley eng
29446,Baghdad Without a Map and Other Misadventures in Arabia,Tony Horwitz,3.98,0452267455,9780452267459,eng,285,3653,196,1/1/1992,Plume Books,Baghdad Without a Map and Other Misadventures in Arabia Tony Horwitz Plume Books eng
29456,Night Train to Memphis (Vicky Bliss  #5),Elizabeth Peters,4.07,0446602485,9780446602488,eng,368,3874,192,12/1/1995,Grand Central Publishing,Night Train to Memphis (Vicky Bliss  #5) Elizabeth Peters Grand Central Publishing eng
29460,Sociology in Our Times,Diana Kendall,3.21,0495006858,9780495006855,eng,742,1,0,1/1/2006,Wadsworth Publishing Company,Sociology in Our Times Diana Kendall Wadsworth Publishing Company eng
29470,Iberia: Spanish Travels and Reflections,James A. Michener/Robert Vavra,3.71,0394429826,9780394429823,eng,818,39,8,4/12/1968,Random House,Iberia: Spanish Travels and Reflections James A. Michener/Robert Vavra Random House eng
29474,You Remind Me of You: A Poetry Memoir,Eireann Corrigan,3.95,0439297710,9780439297714,eng,128,993,106,2/1/2002,Push,You Remind Me of You: A Poetry Memoir Eireann Corrigan Push eng
29478,Remind Me Again Why I Need A Man,Claudia Carroll,3.3,0061140538,9780061140532,eng,384,689,128,5/1/2007,Harper,Remind Me Again Why I Need A Man Claudia Carroll Harper eng
29484,Strange Candy (Anita Blake  Vampire Hunter #0.5),Laurell K. Hamilton,3.76,0425212017,9780425212011,eng,257,15360,314,10/3/2006,Berkley Publishing Group,Strange Candy (Anita Blake  Vampire Hunter #0.5) Laurell K. Hamilton Berkley Publishing Group eng
29486,Candy Girl: A Year in the Life of an Unlikely Stripper,Diablo Cody,3.54,1592402739,9781592401821,eng,212,11149,1560,1/2/2007,Gotham,Candy Girl: A Year in the Life of an Unlikely Stripper Diablo Cody Gotham eng
29489,Hard Candy,Angela Knight/Sheri Gilmore/Morgan Hawke,3.99,1596321288,9781596321281,eng,350,564,23,6/30/2005,Loose Id  LLC,Hard Candy Angela Knight/Sheri Gilmore/Morgan Hawke Loose Id  LLC eng
29490,Candy,Mian Mian/Andrea Lingenfelter,3.32,0316563560,9780316563567,eng,279,1169,95,7/15/2003,Back Bay Books,Candy Mian Mian/Andrea Lingenfelter Back Bay Books eng
29497,Demon Diary  Volume 01,Kara/Lee Chi-Hyong,3.95,1591821541,9781591821540,eng,192,4685,78,5/6/2003,TokyoPop,Demon Diary  Volume 01 Kara/Lee Chi-Hyong TokyoPop eng
29498,Demon Diary  Volume 03,Kara/Lee Yun-Hee,4.07,1591821568,9781591821564,eng,187,1296,20,9/9/2003,TokyoPop,Demon Diary  Volume 03 Kara/Lee Yun-Hee TokyoPop eng
29499,Demon Diary  Volume 02,Kara/Jee-Hyung Lee,4.14,159182155X,9781591821557,eng,199,1672,26,7/8/2003,TokyoPop,Demon Diary  Volume 02 Kara/Jee-Hyung Lee TokyoPop eng
29500,Demon Diary  Volume 04,Kara/Lee Yun-Hee,4.1,1591821576,9781591821571,eng,192,1182,15,11/4/2003,TokyoPop,Demon Diary  Volume 04 Kara/Lee Yun-Hee TokyoPop eng
29501,The End of Faith: Religion  Terror  and the Future of Reason,Sam Harris,3.93,0393327655,9780393327656,eng,348,29971,1480,9/17/2005,W. W. Norton  Company,The End of Faith: Religion  Terror  and the Future of Reason Sam Harris W. W. Norton  Company eng
29506,Prisoner's Dilemma: John von Neumann  Game Theory  and the Puzzle of the Bomb,William Poundstone/John von Neumann,3.91,038541580X,9780385415804,eng,320,1323,94,1/1/1993,Anchor,Prisoner's Dilemma: John von Neumann  Game Theory  and the Puzzle of the Bomb William Poundstone/John von Neumann Anchor eng
29512,Lost Continents,L. Sprague de Camp,3.65,0486226689,9780486226682,eng,363,108,10,6/1/1970,Dover Publications (NYC),Lost Continents L. Sprague de Camp Dover Publications (NYC) eng
29514,The Lost Continent,Edgar Rice Burroughs,3.68,1600961509,9781600961502,eng,108,1235,59,7/30/2008,Waking Lion Press,The Lost Continent Edgar Rice Burroughs Waking Lion Press eng
29516,The Lost Continent: The Story of Atlantis,Charles John Cutcliffe Wright Hyne/Gary Hoppenstand/Harry Turtledove,3.78,0803273320,9780803273320,eng,260,19,1,11/1/2002,Bison Books,The Lost Continent: The Story of Atlantis Charles John Cutcliffe Wright Hyne/Gary Hoppenstand/Harry Turtledove Bison Books eng
29519,Conspiracy of Fools,Kurt Eichenwald,4.23,0767911792,9780767911795,eng,784,4511,309,12/27/2005,Broadway Books,Conspiracy of Fools Kurt Eichenwald Broadway Books eng
29526,The Death and Rebirth of the Seneca,Anthony F.C. Wallace,3.66,039471699X,9780394716992,eng,416,102,5,4/12/1972,Vintage,The Death and Rebirth of the Seneca Anthony F.C. Wallace Vintage eng
29529,Rebirth Volume 5,Kang-Woo Lee/Lauren Na,4.03,1591822203,9781591822202,eng,184,102,2,12/2/2003,TokyoPop,Rebirth Volume 5 Kang-Woo Lee/Lauren Na TokyoPop eng
29533,Satan Burger,Carlton Mellick III,3.56,0971357234,9780971357235,eng,230,1691,129,11/1/2001,Eraserhead Press,Satan Burger Carlton Mellick III Eraserhead Press eng
29534,The Strategy of Satan: How to Detect and Defeat Him,Warren W. Wiersbe,4.37,0842366652,9780842366656,eng,162,440,45,7/20/1979,Tyndale House Publishers,The Strategy of Satan: How to Detect and Defeat Him Warren W. Wiersbe Tyndale House Publishers eng
29537,The Black Stallion and Satan (The Black Stallion  #5),Walter Farley,4.12,0679813462,9780679813460,eng,224,6280,53,4/14/1992,Yearling,The Black Stallion and Satan (The Black Stallion  #5) Walter Farley Yearling eng
29545,Satan: His Psychotherapy and Cure by the Unfortunate Dr. Kassler  J.S.P.S.,Jeremy Leven,4.13,059514506X,9780595145065,eng,496,519,52,11/1/2000,Backinprint.com,Satan: His Psychotherapy and Cure by the Unfortunate Dr. Kassler  J.S.P.S. Jeremy Leven Backinprint.com eng
29547,Everyone Worth Knowing,Lauren Weisberger,3.4,1416543007,9781416543008,eng,448,67653,1680,12/26/2006,Pocket Books,Everyone Worth Knowing Lauren Weisberger Pocket Books eng
29549,The Lost Blogs: From Jesus to Jim Morrison--The Historically Inaccurate and Totally  Fictitious Cyber Diaries of Everyone Worth Knowing,Paul       Davidson,3.61,0446697389,9780446697385,eng,288,30,5,11/29/2009,Warner Books,The Lost Blogs: From Jesus to Jim Morrison--The Historically Inaccurate and Totally  Fictitious Cyber Diaries of Everyone Worth Knowing Paul       Davidson Warner Books eng
29551,Happy Are the Peace Makers (Blackie Ryan  #5),Andrew M. Greeley,3.79,0515110752,9780515110753,eng,300,369,16,4/1/1993,Jove Books,Happy Are the Peace Makers (Blackie Ryan  #5) Andrew M. Greeley Jove Books eng
29561,The Truth Will Set You Free: Overcoming Emotional Blindness and Finding Your True Adult Self,Alice   Miller/Andrew Edwin Jenkins,4.06,0465045855,9780465045853,eng,224,501,32,12/10/2002,Basic Books,The Truth Will Set You Free: Overcoming Emotional Blindness and Finding Your True Adult Self Alice   Miller/Andrew Edwin Jenkins Basic Books eng
29566,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,1860469019,9781860469015,eng,346,105,14,9/20/2001,Vintage Classics,Baltasar and Blimunda José Saramago/Giovanni Pontiero Vintage Classics eng
29569,You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger,Michael F. Roizen/Mehmet C. Oz,3.82,0060765313,9780060765316,eng,417,3170,286,1/1/2005,Collins Publishers,You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger Michael F. Roizen/Mehmet C. Oz Collins Publishers eng
29571,You: On a Diet: The Owner's Manual for Waist Management,Michael F. Roizen/Mehmet C. Oz,3.66,0743292545,9780743292542,eng,370,4403,405,10/31/2006,Free Press,You: On a Diet: The Owner's Manual for Waist Management Michael F. Roizen/Mehmet C. Oz Free Press eng
29579,Foundation (Foundation  #1),Isaac Asimov,4.16,0553803719,9780553803716,eng,244,349846,6561,6/1/2004,Bantam,Foundation (Foundation  #1) Isaac Asimov Bantam eng
29580,Second Foundation (Foundation #3),Isaac Asimov,4.26,0553803735,9780553803730,eng,256,119224,1708,6/1/2004,Bantam Spectra,Second Foundation (Foundation #3) Isaac Asimov Bantam Spectra eng
29581,Foundation and Empire (Foundation #2),Isaac Asimov,4.22,0553803727,9780553803723,eng,256,126226,2034,6/1/2004,Spectra Books,Foundation and Empire (Foundation #2) Isaac Asimov Spectra Books eng
29582,Foundation and Earth (Foundation #5),Isaac Asimov,4.05,0553587579,9780553587579,eng,500,46112,890,8/31/2004,Spectra,Foundation and Earth (Foundation #5) Isaac Asimov Spectra eng
29584,Foundations of Clinical Research: Applications to Practice,Leslie Gross Portney,4.12,0838526950,9780838526958,eng,742,18,1,1/1/2000,Prentice Hall,Foundations of Clinical Research: Applications to Practice Leslie Gross Portney Prentice Hall eng
29587,Down and Out in the Magic Kingdom,Cory Doctorow,3.56,076530953X,9780765309532,eng,208,10810,1068,12/5/2003,Tor Books,Down and Out in the Magic Kingdom Cory Doctorow Tor Books eng
29588,Someone Comes to Town  Someone Leaves Town,Cory Doctorow,3.51,0765312808,9780765312808,eng,315,2956,321,5/30/2006,Tor Books,Someone Comes to Town  Someone Leaves Town Cory Doctorow Tor Books eng
29593,A Place So Foreign and Eight More,Cory Doctorow/Bruce Sterling,3.72,1568582862,9781568582863,eng,243,860,43,9/8/2003,Four Walls Eight Windows Press,A Place So Foreign and Eight More Cory Doctorow/Bruce Sterling Four Walls Eight Windows Press eng
29597,Through Painted Deserts: Light  God  and Beauty on the Open Road,Donald Miller,3.92,0785209824,9780785209829,eng,256,8931,444,8/14/2005,Thomas Nelson,Through Painted Deserts: Light  God  and Beauty on the Open Road Donald Miller Thomas Nelson eng
29603,20 000 Leagues Under the Sea,Ron     Miller/Jules Verne/Paul   Wright,3.76,0751370738,9780751370737,eng,64,34,4,10/8/1998,Prentice Hall,20 000 Leagues Under the Sea Ron     Miller/Jules Verne/Paul   Wright Prentice Hall eng
29613,Codebreakers' Victory: How the Allied Cryptographers Won World War II,Hervie Haufler,4.18,0451209796,9780451209795,eng,352,45,3,11/4/2003,NAL Trade,Codebreakers' Victory: How the Allied Cryptographers Won World War II Hervie Haufler NAL Trade eng
29616,All Night Long,Jayne Ann Krentz,3.96,0399153055,9780399153051,eng,416,7438,257,1/3/2006,G.P. Putnam's Sons,All Night Long Jayne Ann Krentz G.P. Putnam's Sons eng
29617,White Lies (Arcane Society  #2),Jayne Ann Krentz,4.01,039915373X,9780399153730,eng,371,7604,328,2/1/2007,G.P. Putnam's Sons,White Lies (Arcane Society  #2) Jayne Ann Krentz G.P. Putnam's Sons eng
29619,Ghost Hunter (Ghost Hunters  #3),Jayne Castle/Jayne Ann Krentz,4.14,0515141402,9780515141405,eng,327,4349,170,5/30/2006,Jove Books,Ghost Hunter (Ghost Hunters  #3) Jayne Castle/Jayne Ann Krentz Jove Books eng
29620,The Pirate / The Adventurer / The Cowboy,Jayne Ann Krentz,3.89,0373771711,9780373771714,eng,362,262,7,4/25/2006,Harlequin,The Pirate / The Adventurer / The Cowboy Jayne Ann Krentz Harlequin eng
29623,After Glow (Ghost Hunters  #2),Jayne Castle/Jayne Ann Krentz,4.14,0515136948,9780515136944,eng,343,4149,138,2/24/2004,Jove Books,After Glow (Ghost Hunters  #2) Jayne Castle/Jayne Ann Krentz Jove Books eng
29624,Orchid (St. Helen's  #3),Jayne Castle/Jayne Ann Krentz,4.15,0671569023,9780671569020,eng,327,3748,102,5/1/1998,Pocket Books,Orchid (St. Helen's  #3) Jayne Castle/Jayne Ann Krentz Pocket Books eng
29625,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,0713912545,9780713912548,eng,467,7,1,6/1/1979,Allen Lane,The Origin of Consciousness in the Breakdown of the Bicameral Mind Julian Jaynes Allen Lane eng
29627,The Future of the Universe,Jack Meadows,3.8,1852339462,9781852339463,eng,175,5,0,12/1/2006,Springer,The Future of the Universe Jack Meadows Springer eng
29632,Micro Eco-Farming: Prospering from Backyard to Small Acreage in Partnership with the Earth,Barbara Berst Adams,3.76,0963281437,9780963281432,eng,174,68,5,5/1/2005,New World Publishing,Micro Eco-Farming: Prospering from Backyard to Small Acreage in Partnership with the Earth Barbara Berst Adams New World Publishing eng
29633,The Quiet American: Text and Criticism,Graham Greene/John Clark Pratt,3.97,014024350X,9780140243505,eng,515,225,17,1/1/1996,Penguin Books,The Quiet American: Text and Criticism Graham Greene/John Clark Pratt Penguin Books eng
29639,The Quiet American,Graham Greene/Zadie Smith,3.97,0099478390,9780099478393,eng,198,1344,156,10/7/2004,Vintage Books/Vintage Classics,The Quiet American Graham Greene/Zadie Smith Vintage Books/Vintage Classics eng
29641,The End of the Affair,Graham Greene/Monica Ali,3.94,0099478447,9780099478447,eng,160,38283,3002,10/7/2004,Vintage Classics,The End of the Affair Graham Greene/Monica Ali Vintage Classics eng
29658,Postwar: A History of Europe Since 1945,Tony Judt,4.34,0143037757,9780143037750,eng,933,8017,571,9/5/2006,Penguin Books,Postwar: A History of Europe Since 1945 Tony Judt Penguin Books eng
29680,The Coen Brothers: Interviews,William Rodney Allen,3.82,1578068894,9781578068890,eng,208,73,3,8/18/2006,University Press of Mississippi,The Coen Brothers: Interviews William Rodney Allen University Press of Mississippi eng
29685,The Hermeneutical Spiral: A Comprehensive Introduction to Biblical Interpretation,Grant R. Osborne,3.94,0830828265,9780830828265,eng,624,410,37,12/1/2006,IVP Academic,The Hermeneutical Spiral: A Comprehensive Introduction to Biblical Interpretation Grant R. Osborne IVP Academic eng
29694,Raising the Bar: Ministry to Youth in the New Millennium,Alvin L. Reid,3.86,082543632X,9780825436321,eng,208,42,3,4/7/2004,Kregel Academic & Professional,Raising the Bar: Ministry to Youth in the New Millennium Alvin L. Reid Kregel Academic & Professional eng
29705,The Book of Other People,Zadie Smith/David Mitchell/George Saunders/Colm Tóibín/Aleksandar Hemon/Nick Hornby/Hari Kunzru/Toby Litt/Chris Ware,3.38,0143038184,9780143038184,eng,304,2546,328,1/2/2008,Penguin Books,The Book of Other People Zadie Smith/David Mitchell/George Saunders/Colm Tóibín/Aleksandar Hemon/Nick Hornby/Hari Kunzru/Toby Litt/Chris Ware Penguin Books eng
29718,The Confusions of Young Törless,Robert Musil/Shaun Whiteside/J.M. Coetzee,3.73,0142180009,9780142180006,eng,176,4374,179,9/27/2001,Penguin,The Confusions of Young Törless Robert Musil/Shaun Whiteside/J.M. Coetzee Penguin eng
29719,Robinson Crusoe,Daniel Defoe/J.M. Coetzee,3.67,0192100335,9780192100337,eng,306,125,3,9/16/1999,Oxford University Press,Robinson Crusoe Daniel Defoe/J.M. Coetzee Oxford University Press eng
29720,Doubling the Point: Essays and Interviews,J.M. Coetzee/David Attwell,4.05,0674215184,9780674215184,eng,438,85,2,8/12/1992,Harvard University Press,Doubling the Point: Essays and Interviews J.M. Coetzee/David Attwell Harvard University Press eng
29724,Fantastic! Wow! and Unreal!: A Book About Interjections and Conjunctions,Ruth Heller,4.22,0698118758,9780698118751,eng,32,84,11,10/23/2000,Puffin Books,Fantastic! Wow! and Unreal!: A Book About Interjections and Conjunctions Ruth Heller Puffin Books eng
29726,Don DeLillo's White Noise: A Reader's Guide,Leonard  Orr,3.92,0826414745,9780826414748,eng,96,76,9,4/10/2003,Bloomsbury Academic,Don DeLillo's White Noise: A Reader's Guide Leonard  Orr Bloomsbury Academic eng
29743,The Professor of Desire,Philip Roth/Νίκος Παναγιωτόπουλος,3.66,0099389010,9780099389019,eng,272,2016,113,10/5/1995,Vintage,The Professor of Desire Philip Roth/Νίκος Παναγιωτόπουλος Vintage eng
29788,For the Relief of Unbearable Urges,Nathan Englander,3.93,0375704434,9780375704437,eng,205,2418,229,3/21/2000,Vintage,For the Relief of Unbearable Urges Nathan Englander Vintage eng
29791,The Ministry of Special Cases,Nathan Englander,3.66,0375404937,9780375404931,eng,339,2509,368,4/24/2007,Knopf Publishing Group,The Ministry of Special Cases Nathan Englander Knopf Publishing Group eng
29797,The Pilgrim's Progress,John Bunyan,4.0,0486426750,9780486426754,eng,324,87175,1875,2/10/2003,Dover Publications,The Pilgrim's Progress John Bunyan Dover Publications eng
29800,Scott Pilgrim  Volume 1: Scott Pilgrim's Precious Little Life,Bryan Lee O'Malley,4.17,1932664084,9781932664089,eng,168,155863,3267,8/18/2004,Oni Press,Scott Pilgrim  Volume 1: Scott Pilgrim's Precious Little Life Bryan Lee O'Malley Oni Press eng
29806,The Pilgrim's Regress,C.S. Lewis/Michael Hague,3.88,0802806414,9780802806413,eng,219,6276,362,1/10/1992,William B. Eerdmans Publishing Company,The Pilgrim's Regress C.S. Lewis/Michael Hague William B. Eerdmans Publishing Company eng
29811,Little Pilgrim's Progress: From John Bunyan's Classic,Helen L. Taylor,4.26,0802449247,9780802449245,eng,336,2065,136,2/1/2006,Moody Publishers,Little Pilgrim's Progress: From John Bunyan's Classic Helen L. Taylor Moody Publishers eng
29819,The Landing of the Pilgrims,James Daugherty,3.41,0394846974,9780394846972,eng,160,611,69,2/12/1981,Random House Books for Young Readers,The Landing of the Pilgrims James Daugherty Random House Books for Young Readers eng
29820,Little Pilgrim's Progress,Helen L. Taylor/John Bunyan,4.26,0802449263,9780802449269,eng,256,212,20,3/8/1989,Moody Publishers,Little Pilgrim's Progress Helen L. Taylor/John Bunyan Moody Publishers eng
29823,From Nomads to Pilgrims: Stories from Practicing Congregations,Diana Butler Bass,4.0,1566993237,9781566993234,eng,179,13,0,12/30/2005,Rowman & Littlefield Publishers,From Nomads to Pilgrims: Stories from Practicing Congregations Diana Butler Bass Rowman & Littlefield Publishers eng
29838,The New York Times Guide to Essential Knowledge,John D. Leonard/The New York Times,4.1,0312313675,9780312313678,eng,1104,157,10,11/5/2004,St. Martin's Press,The New York Times Guide to Essential Knowledge John D. Leonard/The New York Times St. Martin's Press eng
29841,New York 2000: Architecture and Urbanism Between the Bicentennial and the Millennium,Robert A.M. Stern/David Fishman/Jacob Tilove,4.44,1580931774,9781580931779,eng,1520,16,0,11/1/2006,The Monacelli Press,New York 2000: Architecture and Urbanism Between the Bicentennial and the Millennium Robert A.M. Stern/David Fishman/Jacob Tilove The Monacelli Press eng
29842,Forgotten New York: Views of a Lost Metropolis,Kevin   Walsh,4.16,0060754001,9780060754006,eng,384,200,20,9/26/2006,Collins Reference,Forgotten New York: Views of a Lost Metropolis Kevin   Walsh Collins Reference eng
29845,The Historical Atlas of New York City: A Visual Celebration of Nearly 400 Years of New York City's History,Eric Homberger/Alice Hudson,4.06,0805078428,9780805078428,eng,192,308,22,7/1/2005,Holt Paperbacks,The Historical Atlas of New York City: A Visual Celebration of Nearly 400 Years of New York City's History Eric Homberger/Alice Hudson Holt Paperbacks eng
29879,They Dare to Speak Out: People and Institutions Confront Israel's Lobby,Paul Findley,4.07,155652482X,9781556524820,eng,416,106,5,5/1/2003,Lawrence Hill Books,They Dare to Speak Out: People and Institutions Confront Israel's Lobby Paul Findley Lawrence Hill Books eng
29900,Into the Void (Spelljammer: The Cloakmaster Cycle  #2),Nigel Findley,3.54,1560761547,9781560761549,eng,311,257,12,9/1/1991,TSR,Into the Void (Spelljammer: The Cloakmaster Cycle  #2) Nigel Findley TSR eng
29905,Essential Dialogues of Plato,Plato/Benjamin Jowett/Pedro De Blas,4.05,159308269X,9781593082697,eng,624,4853,14,10/5/2005,Barnes  Noble Classics,Essential Dialogues of Plato Plato/Benjamin Jowett/Pedro De Blas Barnes  Noble Classics eng
29906,The Collected Dialogues,Plato/Edith Hamilton/Huntington Cairns,4.23,0691097186,9780691097183,eng,1776,704,31,9/15/1963,Princeton University Press (NJ),The Collected Dialogues Plato/Edith Hamilton/Huntington Cairns Princeton University Press (NJ) eng
29907,Republic,Plato/Benjamin Jowett/Elizabeth Watson Scharffenberger,3.94,1593080972,9781593080976,eng,496,392,33,8/1/2005,Barnes  Noble Classics,Republic Plato/Benjamin Jowett/Elizabeth Watson Scharffenberger Barnes  Noble Classics eng
29908,The Republic,Plato/Tom Griffith,3.94,0460873822,9780460873826,eng,240,7,1,11/15/1993,Orion Publishing Group  Ltd.,The Republic Plato/Tom Griffith Orion Publishing Group  Ltd. eng
29914,Inner Circle (Carol Ashton Mysteries  #8),Claire McNab,3.74,156280135X,9781562801359,eng,196,72,1,10/1/1996,Naiad Press,Inner Circle (Carol Ashton Mysteries  #8) Claire McNab Naiad Press eng
29917,The Rising Tide (World War II: 1939-1945  #1),Jeff Shaara,4.11,034546141X,9780345461414,eng,576,5709,390,11/7/2006,Ballantine Books,The Rising Tide (World War II: 1939-1945  #1) Jeff Shaara Ballantine Books eng
29919,Jeff Shaara's Civil War Battlefields: Discovering America's Hallowed Ground,Jeff Shaara,4.11,0345464885,9780345464880,eng,288,584,59,4/25/2006,Ballantine Books,Jeff Shaara's Civil War Battlefields: Discovering America's Hallowed Ground Jeff Shaara Ballantine Books eng
29922,Gone for Soldiers: A Novel of the Mexican War,Jeff Shaara,4.14,0345427513,9780345427519,eng,424,191,18,7/3/2001,Ballantine Books,Gone for Soldiers: A Novel of the Mexican War Jeff Shaara Ballantine Books eng
29923,The Last Full Measure (The Civil War Trilogy  #3),Jeff Shaara,4.24,0345434811,9780345434814,eng,640,13438,314,5/2/2000,Ballantine Books,The Last Full Measure (The Civil War Trilogy  #3) Jeff Shaara Ballantine Books eng
29927,A Farewell to Arms?: Beyond the Good Friday Agreement,Adrian Guelke/Michael Cox/Fiona Stephen,4.33,0719071151,9780719071157,eng,624,0,0,4/18/2006,Manchester University Press,A Farewell to Arms?: Beyond the Good Friday Agreement Adrian Guelke/Michael Cox/Fiona Stephen Manchester University Press eng
29932,When Smoke Ran Like Water: Tales Of Environmental Deception And The Battle Against Pollution,Devra Davis/Mitchell Gaynor,4.02,0465015220,9780465015221,eng,352,249,29,12/25/2003,Basic Books,When Smoke Ran Like Water: Tales Of Environmental Deception And The Battle Against Pollution Devra Davis/Mitchell Gaynor Basic Books eng
29936,The Simple Truth,Philip Levine/Harry Ford,4.21,0679765840,9780679765844,eng,69,656,52,9/3/1996,Knopf,The Simple Truth Philip Levine/Harry Ford Knopf eng
29946,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.15,0099427869,9780099427865,eng,144,50816,1906,3/12/2001,Arrow Books Ltd,Illusions: The Adventures of a Reluctant Messiah Richard Bach Arrow Books Ltd eng
29947,There's No Such Place As Far Away,Richard Bach/H. Lee Shapiro/دل آرا قهرمان,3.93,0385319274,9780385319270,eng,48,2737,83,1/12/1998,Delta,There's No Such Place As Far Away Richard Bach/H. Lee Shapiro/دل آرا قهرمان Delta eng
29949,Running from Safety: An Adventure of the Spirit,Richard Bach,3.79,0385315287,9780385315289,eng,368,1775,54,11/1/1995,Delta,Running from Safety: An Adventure of the Spirit Richard Bach Delta eng
29953,A Gift Of Wings,Richard Bach,3.79,0330304216,9780330304214,eng,299,1664,44,5/11/2001,Sidgwick & Jackson Ltd,A Gift Of Wings Richard Bach Sidgwick & Jackson Ltd eng
29960,Winter of Magic's Return,Pamela F. Service,4.25,0449702022,9780449702024,eng,194,235,18,11/12/1986,Fawcett,Winter of Magic's Return Pamela F. Service Fawcett eng
29964,A Modern Utopia,H.G. Wells/Gregory Claeys/Francis Wheen,3.45,0141441127,9780141441122,eng,320,596,53,3/31/2006,Penguin Books Limited,A Modern Utopia H.G. Wells/Gregory Claeys/Francis Wheen Penguin Books Limited eng
29965,The War of the Worlds,H.G. Wells/Leon Stover,3.82,0786407808,9780786407804,eng,321,16,1,4/30/2001,McFarland & Company,The War of the Worlds H.G. Wells/Leon Stover McFarland & Company eng
29966,The Shape of Things to Come,H.G. Wells/John Clute,3.61,0141441046,9780141441047,eng,530,931,43,5/26/2006,Penguin Books Limited,The Shape of Things to Come H.G. Wells/John Clute Penguin Books Limited eng
29967,Floor Games (Sandplay Classics),H.G. Wells/Barbara A. Turner,3.4,0972851720,9780972851725,eng,110,46,3,9/1/2004,Temenos Press,Floor Games (Sandplay Classics) H.G. Wells/Barbara A. Turner Temenos Press eng
29976,Three Prophetic Science Fiction Novels,H.G. Wells/E.F. Bleiler,3.86,0844631515,9780844631516,eng,335,1,0,12/31/1975,Peter Smith Publisher  Inc.,Three Prophetic Science Fiction Novels H.G. Wells/E.F. Bleiler Peter Smith Publisher  Inc. eng
29979,Science Fiction Treasury: Six Complete Novels (complete & unabridged),H.G. Wells/George Gesner,3.94,0517436329,9780517436325,eng,688,17,1,9/19/1984,Random House Value Publishing,Science Fiction Treasury: Six Complete Novels (complete & unabridged) H.G. Wells/George Gesner Random House Value Publishing eng
29981,The Island of Doctor Moreau,H.G. Wells,3.73,0553214322,9780553214321,eng,153,71933,2443,5/1/1994,Bantam Classics,The Island of Doctor Moreau H.G. Wells Bantam Classics eng
